Common_Genes	group_name
dyrk3	hsa-let-7b-5p_sorafenib
nras	hsa-let-7b-5p_sorafenib
lyn	hsa-let-7b-5p_sorafenib
mapk6	hsa-let-7b-5p_sorafenib
abl1	hsa-let-7b-5p_sorafenib
aurka	hsa-let-7b-5p_sorafenib
pdgfra	hsa-let-7b-5p_sorafenib
ncoa3	hsa-let-7c-5p_tamoxifen
igf1r	hsa-let-7c-5p_tamoxifen
atxn2	hsa-let-7c-5p_tamoxifen
edn1	hsa-let-7c-5p_tamoxifen
ccnd1	hsa-let-7c-5p_tamoxifen
tubb4a	hsa-let-7c-5p_paclitaxel
cxcl8	hsa-let-7c-5p_paclitaxel
sod2	hsa-let-7c-5p_paclitaxel
cdkn1a	hsa-let-7c-5p_paclitaxel
rrm1	hsa-let-7c-5p_paclitaxel
tubb2a	hsa-let-7c-5p_paclitaxel
casp3	hsa-let-7c-5p_paclitaxel
cxcl8	hsa-let-7c-5p_fluorouracil
nras	hsa-let-7c-5p_fluorouracil
cdkn1a	hsa-let-7c-5p_fluorouracil
ccnd1	hsa-let-7c-5p_fluorouracil
il6	hsa-let-7c-5p_cisplatin
fxn	hsa-let-7c-5p_cisplatin
myc	hsa-let-7c-5p_cisplatin
nras	hsa-let-7c-5p_cisplatin
rrm1	hsa-let-7c-5p_cisplatin
ccnd1	hsa-let-7c-5p_cisplatin
hspa4	hsa-let-7c-5p_cisplatin
casp3	hsa-let-7c-5p_cisplatin
dnmt1	hsa-let-7c-5p_cisplatin
il6	hsa-let-7c-5p_cisplatin
fxn	hsa-let-7c-5p_cisplatin
myc	hsa-let-7c-5p_cisplatin
nras	hsa-let-7c-5p_cisplatin
rrm1	hsa-let-7c-5p_cisplatin
ccnd1	hsa-let-7c-5p_cisplatin
hspa4	hsa-let-7c-5p_cisplatin
casp3	hsa-let-7c-5p_cisplatin
dnmt1	hsa-let-7c-5p_cisplatin
il6	hsa-let-7c-5p_cisplatin
fxn	hsa-let-7c-5p_cisplatin
myc	hsa-let-7c-5p_cisplatin
nras	hsa-let-7c-5p_cisplatin
rrm1	hsa-let-7c-5p_cisplatin
ccnd1	hsa-let-7c-5p_cisplatin
hspa4	hsa-let-7c-5p_cisplatin
casp3	hsa-let-7c-5p_cisplatin
dnmt1	hsa-let-7c-5p_cisplatin
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
ncoa3	hsa-let-7d-5p_tamoxifen
igf1r	hsa-let-7d-5p_tamoxifen
atxn2	hsa-let-7d-5p_tamoxifen
edn1	hsa-let-7d-5p_tamoxifen
ccnd1	hsa-let-7d-5p_tamoxifen
ncoa1	hsa-let-7d-5p_tamoxifen
myc	hsa-let-7d-5p_imatinib
pdgfb	hsa-let-7d-5p_imatinib
lyn	hsa-let-7d-5p_imatinib
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
tubb4a	hsa-let-7d-5p_paclitaxel
cxcl8	hsa-let-7d-5p_paclitaxel
sod2	hsa-let-7d-5p_paclitaxel
cdkn1a	hsa-let-7d-5p_paclitaxel
rrm1	hsa-let-7d-5p_paclitaxel
tubb2a	hsa-let-7d-5p_paclitaxel
map2k7	hsa-let-7d-5p_trametinib
map2k7	hsa-let-7d-5p_trametinib
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
fxn	hsa-let-7d-5p_cisplatin
myc	hsa-let-7d-5p_cisplatin
rrm1	hsa-let-7d-5p_cisplatin
ccnd1	hsa-let-7d-5p_cisplatin
tubb4b	hsa-let-7e-5p_paclitaxel
tubb4a	hsa-let-7e-5p_paclitaxel
cxcl8	hsa-let-7e-5p_paclitaxel
sod2	hsa-let-7e-5p_paclitaxel
cdkn1a	hsa-let-7e-5p_paclitaxel
rrm1	hsa-let-7e-5p_paclitaxel
tubb2a	hsa-let-7e-5p_paclitaxel
tuba1b	hsa-let-7e-5p_paclitaxel
nf1	hsa-let-7e-5p_imatinib
myc	hsa-let-7e-5p_imatinib
pdgfb	hsa-let-7e-5p_imatinib
lyn	hsa-let-7e-5p_imatinib
cyp2b6	hsa-let-7e-5p_imatinib
btrc	hsa-let-7e-5p_gemcitabine
rrm2	hsa-let-7e-5p_gemcitabine
hla-c	hsa-let-7e-5p_gemcitabine
rrm1	hsa-let-7e-5p_gemcitabine
prrc2a	hsa-let-7e-5p_gemcitabine
cdc5l	hsa-let-7e-5p_gemcitabine
mycn	hsa-let-7e-5p_cisplatin
xiap	hsa-let-7e-5p_cisplatin
fxn	hsa-let-7e-5p_cisplatin
myc	hsa-let-7e-5p_cisplatin
faslg	hsa-let-7e-5p_cisplatin
rrm1	hsa-let-7e-5p_cisplatin
ccnd1	hsa-let-7e-5p_cisplatin
hmgb1	hsa-let-7e-5p_cisplatin
mycn	hsa-let-7e-5p_cisplatin
xiap	hsa-let-7e-5p_cisplatin
fxn	hsa-let-7e-5p_cisplatin
myc	hsa-let-7e-5p_cisplatin
faslg	hsa-let-7e-5p_cisplatin
rrm1	hsa-let-7e-5p_cisplatin
ccnd1	hsa-let-7e-5p_cisplatin
hmgb1	hsa-let-7e-5p_cisplatin
abcc4	hsa-let-7f-1-3p_fluorouracil
wee1	hsa-let-7f-1-3p_gemcitabine
mdm2	hsa-let-7f-1-3p_cisplatin
abcc4	hsa-let-7f-1-3p_cisplatin
mdm2	hsa-let-7f-2-3p_cisplatin
edn1	hsa-let-7f-5p_doxorubicin
ccnd1	hsa-let-7f-5p_doxorubicin
edn1	hsa-let-7f-5p_doxorubicin
ccnd1	hsa-let-7f-5p_doxorubicin
cxcl8	hsa-let-7f-5p_verapamil
myc	hsa-let-7f-5p_verapamil
rrm2	hsa-let-7f-5p_gemcitabine
rrm1	hsa-let-7f-5p_gemcitabine
edn1	hsa-let-7f-5p_doxorubicin
ccnd1	hsa-let-7f-5p_doxorubicin
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_imatinib
pdgfb	hsa-let-7f-5p_imatinib
lyn	hsa-let-7f-5p_imatinib
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
ncoa3	hsa-let-7f-5p_tamoxifen
igf1r	hsa-let-7f-5p_tamoxifen
atxn2	hsa-let-7f-5p_tamoxifen
edn1	hsa-let-7f-5p_tamoxifen
cyp19a1	hsa-let-7f-5p_tamoxifen
ccnd1	hsa-let-7f-5p_tamoxifen
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
cxcl8	hsa-let-7f-5p_fluorouracil
cyp19a1	hsa-let-7f-5p_fluorouracil
cdkn1a	hsa-let-7f-5p_fluorouracil
ccnd1	hsa-let-7f-5p_fluorouracil
cxcl8	hsa-let-7f-5p_fluorouracil
cyp19a1	hsa-let-7f-5p_fluorouracil
cdkn1a	hsa-let-7f-5p_fluorouracil
ccnd1	hsa-let-7f-5p_fluorouracil
tubb4a	hsa-let-7f-5p_paclitaxel
cxcl8	hsa-let-7f-5p_paclitaxel
sod2	hsa-let-7f-5p_paclitaxel
cdkn1a	hsa-let-7f-5p_paclitaxel
rrm1	hsa-let-7f-5p_paclitaxel
tubb2a	hsa-let-7f-5p_paclitaxel
map2k7	hsa-let-7f-5p_trametinib
map2k7	hsa-let-7f-5p_trametinib
lyn	hsa-let-7f-5p_gefitinib
igf1r	hsa-let-7f-5p_gefitinib
edn1	hsa-let-7f-5p_doxorubicin
ccnd1	hsa-let-7f-5p_doxorubicin
tubb4a	hsa-let-7f-5p_paclitaxel
cxcl8	hsa-let-7f-5p_paclitaxel
sod2	hsa-let-7f-5p_paclitaxel
cdkn1a	hsa-let-7f-5p_paclitaxel
rrm1	hsa-let-7f-5p_paclitaxel
tubb2a	hsa-let-7f-5p_paclitaxel
il6	hsa-let-7f-5p_cisplatin
atr	hsa-let-7f-5p_cisplatin
fxn	hsa-let-7f-5p_cisplatin
myc	hsa-let-7f-5p_cisplatin
rrm1	hsa-let-7f-5p_cisplatin
ccnd1	hsa-let-7f-5p_cisplatin
mdm4	hsa-let-7f-5p_docetaxel
tubb4a	hsa-let-7f-5p_docetaxel
tubb2a	hsa-let-7f-5p_docetaxel
ncoa3	hsa-let-7g-5p_tamoxifen
igf1r	hsa-let-7g-5p_tamoxifen
atxn2	hsa-let-7g-5p_tamoxifen
edn1	hsa-let-7g-5p_tamoxifen
ccnd1	hsa-let-7g-5p_tamoxifen
tubb2a	hsa-let-7g-5p_paclitaxel
tubb4a	hsa-let-7g-5p_paclitaxel
cxcl8	hsa-let-7g-5p_paclitaxel
sod2	hsa-let-7g-5p_paclitaxel
cdkn1a	hsa-let-7g-5p_paclitaxel
map3k1	hsa-let-7g-5p_paclitaxel
kras	hsa-let-7g-5p_paclitaxel
rrm1	hsa-let-7g-5p_paclitaxel
casp3	hsa-let-7g-5p_paclitaxel
fxn	hsa-let-7g-5p_cisplatin
myc	hsa-let-7g-5p_cisplatin
kras	hsa-let-7g-5p_cisplatin
map3k1	hsa-let-7g-5p_cisplatin
rrm1	hsa-let-7g-5p_cisplatin
ccnd1	hsa-let-7g-5p_cisplatin
casp3	hsa-let-7g-5p_cisplatin
hmgb1	hsa-let-7g-5p_cisplatin
map2k7	hsa-let-7g-5p_trametinib
cdkn2a	hsa-let-7g-5p_trametinib
kras	hsa-let-7g-5p_trametinib
map2k7	hsa-let-7g-5p_trametinib
cdkn2a	hsa-let-7g-5p_trametinib
kras	hsa-let-7g-5p_trametinib
cdkn2a	hsa-let-7g-5p_vemurafenib
kras	hsa-let-7g-5p_vemurafenib
cdkn2a	hsa-let-7g-5p_vemurafenib
kras	hsa-let-7g-5p_vemurafenib
fxn	hsa-let-7g-5p_cisplatin
myc	hsa-let-7g-5p_cisplatin
kras	hsa-let-7g-5p_cisplatin
map3k1	hsa-let-7g-5p_cisplatin
rrm1	hsa-let-7g-5p_cisplatin
ccnd1	hsa-let-7g-5p_cisplatin
casp3	hsa-let-7g-5p_cisplatin
hmgb1	hsa-let-7g-5p_cisplatin
tubb2a	hsa-let-7g-5p_paclitaxel
tubb4a	hsa-let-7g-5p_paclitaxel
cxcl8	hsa-let-7g-5p_paclitaxel
sod2	hsa-let-7g-5p_paclitaxel
cdkn1a	hsa-let-7g-5p_paclitaxel
map3k1	hsa-let-7g-5p_paclitaxel
kras	hsa-let-7g-5p_paclitaxel
rrm1	hsa-let-7g-5p_paclitaxel
casp3	hsa-let-7g-5p_paclitaxel
myc	hsa-let-7g-5p_temozolomide
kras	hsa-let-7g-5p_oxaliplatin
fxn	hsa-let-7g-5p_cisplatin
myc	hsa-let-7g-5p_cisplatin
kras	hsa-let-7g-5p_cisplatin
map3k1	hsa-let-7g-5p_cisplatin
rrm1	hsa-let-7g-5p_cisplatin
ccnd1	hsa-let-7g-5p_cisplatin
casp3	hsa-let-7g-5p_cisplatin
hmgb1	hsa-let-7g-5p_cisplatin
tubb4a	hsa-let-7g-5p_docetaxel
kras	hsa-let-7g-5p_docetaxel
map3k1	hsa-let-7g-5p_docetaxel
tubb2a	hsa-let-7g-5p_docetaxel
mdm4	hsa-let-7g-5p_docetaxel
ncoa3	hsa-let-7i-5p_tamoxifen
igf1r	hsa-let-7i-5p_tamoxifen
atxn2	hsa-let-7i-5p_tamoxifen
edn1	hsa-let-7i-5p_tamoxifen
ccnd1	hsa-let-7i-5p_tamoxifen
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
tubb4a	hsa-let-7i-5p_paclitaxel
cxcl8	hsa-let-7i-5p_paclitaxel
sod2	hsa-let-7i-5p_paclitaxel
cdkn1a	hsa-let-7i-5p_paclitaxel
rrm1	hsa-let-7i-5p_paclitaxel
tubb2a	hsa-let-7i-5p_paclitaxel
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
rrm2	hsa-let-7i-5p_gemcitabine
rrm1	hsa-let-7i-5p_gemcitabine
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
rrm2	hsa-let-7i-5p_gemcitabine
rrm1	hsa-let-7i-5p_gemcitabine
myc	hsa-let-7i-5p_imatinib
pdgfb	hsa-let-7i-5p_imatinib
lyn	hsa-let-7i-5p_imatinib
aurkb	hsa-let-7i-5p_erlotinib
lyn	hsa-let-7i-5p_erlotinib
igf1r	hsa-let-7i-5p_erlotinib
lyn	hsa-let-7i-5p_gefitinib
igf1r	hsa-let-7i-5p_gefitinib
tubb4a	hsa-let-7i-5p_paclitaxel
cxcl8	hsa-let-7i-5p_paclitaxel
sod2	hsa-let-7i-5p_paclitaxel
cdkn1a	hsa-let-7i-5p_paclitaxel
rrm1	hsa-let-7i-5p_paclitaxel
tubb2a	hsa-let-7i-5p_paclitaxel
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
fxn	hsa-let-7i-5p_cisplatin
myc	hsa-let-7i-5p_cisplatin
rrm1	hsa-let-7i-5p_cisplatin
ccnd1	hsa-let-7i-5p_cisplatin
pik3ca	hsa-mir-1-3p_doxorubicin
nt5e	hsa-mir-1-3p_doxorubicin
msh2	hsa-mir-1-3p_doxorubicin
gata3	hsa-mir-1-3p_doxorubicin
abcc1	hsa-mir-1-3p_doxorubicin
il11	hsa-mir-1-3p_doxorubicin
bdnf	hsa-mir-1-3p_doxorubicin
bmp7	hsa-mir-1-3p_doxorubicin
g6pd	hsa-mir-1-3p_doxorubicin
edn1	hsa-mir-1-3p_doxorubicin
abcb1	hsa-mir-1-3p_doxorubicin
bax	hsa-mir-1-3p_doxorubicin
ccnd1	hsa-mir-1-3p_doxorubicin
abcc4	hsa-mir-1-3p_doxorubicin
pik3ca	hsa-mir-1-3p_doxorubicin
nt5e	hsa-mir-1-3p_doxorubicin
msh2	hsa-mir-1-3p_doxorubicin
gata3	hsa-mir-1-3p_doxorubicin
abcc1	hsa-mir-1-3p_doxorubicin
il11	hsa-mir-1-3p_doxorubicin
bdnf	hsa-mir-1-3p_doxorubicin
bmp7	hsa-mir-1-3p_doxorubicin
g6pd	hsa-mir-1-3p_doxorubicin
edn1	hsa-mir-1-3p_doxorubicin
abcb1	hsa-mir-1-3p_doxorubicin
bax	hsa-mir-1-3p_doxorubicin
ccnd1	hsa-mir-1-3p_doxorubicin
abcc4	hsa-mir-1-3p_doxorubicin
abcc1	hsa-mir-1-3p_verapamil
ptprd	hsa-mir-1-3p_verapamil
cxcl8	hsa-mir-1-3p_verapamil
plekhh2	hsa-mir-1-3p_verapamil
abcb1	hsa-mir-1-3p_verapamil
bax	hsa-mir-1-3p_verapamil
hspa4	hsa-mir-1-3p_verapamil
sfn	hsa-mir-1-3p_imatinib
abcb1	hsa-mir-1-3p_imatinib
abcc4	hsa-mir-1-3p_imatinib
kras	hsa-mir-1-3p_imatinib
egfr	hsa-mir-1-3p_imatinib
pik3ca	hsa-mir-1-3p_paclitaxel
pdcd4	hsa-mir-1-3p_paclitaxel
fgd4	hsa-mir-1-3p_paclitaxel
abcc1	hsa-mir-1-3p_paclitaxel
cxcl8	hsa-mir-1-3p_paclitaxel
bdnf	hsa-mir-1-3p_paclitaxel
abcb1	hsa-mir-1-3p_paclitaxel
rrm1	hsa-mir-1-3p_paclitaxel
kras	hsa-mir-1-3p_paclitaxel
fasn	hsa-mir-1-3p_paclitaxel
tubb2b	hsa-mir-1-3p_paclitaxel
slc29a1	hsa-mir-1-3p_paclitaxel
egfr	hsa-mir-1-3p_paclitaxel
pik3ca	hsa-mir-1-3p_oxaliplatin
gna13	hsa-mir-1-3p_oxaliplatin
fgfr2	hsa-mir-1-3p_oxaliplatin
bax	hsa-mir-1-3p_oxaliplatin
kras	hsa-mir-1-3p_oxaliplatin
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_mitoxantrone
pim1	hsa-mir-1-3p_mitoxantrone
bax	hsa-mir-1-3p_mitoxantrone
abcb1	hsa-mir-1-3p_mitoxantrone
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
pik3ca	hsa-mir-1-3p_gemcitabine
wee1	hsa-mir-1-3p_gemcitabine
rrm1	hsa-mir-1-3p_gemcitabine
kras	hsa-mir-1-3p_gemcitabine
slc29a1	hsa-mir-1-3p_gemcitabine
pik3ca	hsa-mir-1-3p_gefitinib
pim1	hsa-mir-1-3p_gefitinib
camk2g	hsa-mir-1-3p_gefitinib
met	hsa-mir-1-3p_gefitinib
abcb1	hsa-mir-1-3p_gefitinib
axl	hsa-mir-1-3p_gefitinib
kras	hsa-mir-1-3p_gefitinib
egfr	hsa-mir-1-3p_gefitinib
pik3ca	hsa-mir-1-3p_gefitinib
pim1	hsa-mir-1-3p_gefitinib
camk2g	hsa-mir-1-3p_gefitinib
met	hsa-mir-1-3p_gefitinib
abcb1	hsa-mir-1-3p_gefitinib
axl	hsa-mir-1-3p_gefitinib
kras	hsa-mir-1-3p_gefitinib
egfr	hsa-mir-1-3p_gefitinib
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
fgfr2	hsa-mir-1-3p_fulvestrant
pik3ca	hsa-mir-1-3p_fulvestrant
eml4	hsa-mir-1-3p_fulvestrant
pik3ca	hsa-mir-1-3p_doxorubicin
nt5e	hsa-mir-1-3p_doxorubicin
msh2	hsa-mir-1-3p_doxorubicin
gata3	hsa-mir-1-3p_doxorubicin
abcc1	hsa-mir-1-3p_doxorubicin
il11	hsa-mir-1-3p_doxorubicin
bdnf	hsa-mir-1-3p_doxorubicin
bmp7	hsa-mir-1-3p_doxorubicin
g6pd	hsa-mir-1-3p_doxorubicin
edn1	hsa-mir-1-3p_doxorubicin
abcb1	hsa-mir-1-3p_doxorubicin
bax	hsa-mir-1-3p_doxorubicin
ccnd1	hsa-mir-1-3p_doxorubicin
abcc4	hsa-mir-1-3p_doxorubicin
pik3ca	hsa-mir-1-3p_vincristine
sri	hsa-mir-1-3p_vincristine
abcc1	hsa-mir-1-3p_vincristine
gata3	hsa-mir-1-3p_vincristine
syne2	hsa-mir-1-3p_vincristine
capg	hsa-mir-1-3p_vincristine
bdnf	hsa-mir-1-3p_vincristine
bmp7	hsa-mir-1-3p_vincristine
cxcl12	hsa-mir-1-3p_vincristine
tubb2b	hsa-mir-1-3p_vincristine
pik3ca	hsa-mir-1-3p_vemurafenib
met	hsa-mir-1-3p_vemurafenib
fgfr2	hsa-mir-1-3p_vemurafenib
abcb1	hsa-mir-1-3p_vemurafenib
kras	hsa-mir-1-3p_vemurafenib
ehmt2	hsa-mir-1-3p_bromocriptine
abcb1	hsa-mir-1-3p_bromocriptine
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
pik3ca	hsa-mir-1-3p_cisplatin
msh2	hsa-mir-1-3p_cisplatin
il6	hsa-mir-1-3p_cisplatin
kat2a	hsa-mir-1-3p_cisplatin
ccnd1	hsa-mir-1-3p_cisplatin
kras	hsa-mir-1-3p_cisplatin
hspa4	hsa-mir-1-3p_cisplatin
cd44	hsa-mir-1-3p_cisplatin
g6pd	hsa-mir-1-3p_cisplatin
ehmt2	hsa-mir-1-3p_cisplatin
rrm1	hsa-mir-1-3p_cisplatin
abcc4	hsa-mir-1-3p_cisplatin
bax	hsa-mir-1-3p_cisplatin
ube2i	hsa-mir-1-3p_cisplatin
anpep	hsa-mir-1-3p_cisplatin
egfr	hsa-mir-1-3p_cisplatin
pik3ca	hsa-mir-1-3p_paclitaxel
pdcd4	hsa-mir-1-3p_paclitaxel
fgd4	hsa-mir-1-3p_paclitaxel
abcc1	hsa-mir-1-3p_paclitaxel
cxcl8	hsa-mir-1-3p_paclitaxel
bdnf	hsa-mir-1-3p_paclitaxel
abcb1	hsa-mir-1-3p_paclitaxel
rrm1	hsa-mir-1-3p_paclitaxel
kras	hsa-mir-1-3p_paclitaxel
fasn	hsa-mir-1-3p_paclitaxel
tubb2b	hsa-mir-1-3p_paclitaxel
slc29a1	hsa-mir-1-3p_paclitaxel
egfr	hsa-mir-1-3p_paclitaxel
pik3ca	hsa-mir-1-3p_sorafenib
hmox1	hsa-mir-1-3p_sorafenib
abcb1	hsa-mir-1-3p_sorafenib
arid1a	hsa-mir-1-3p_sorafenib
axl	hsa-mir-1-3p_sorafenib
kras	hsa-mir-1-3p_sorafenib
vegfa	hsa-mir-1-3p_sorafenib
egfr	hsa-mir-1-3p_sorafenib
pik3ca	hsa-mir-1-3p_doxorubicin
nt5e	hsa-mir-1-3p_doxorubicin
msh2	hsa-mir-1-3p_doxorubicin
gata3	hsa-mir-1-3p_doxorubicin
abcc1	hsa-mir-1-3p_doxorubicin
il11	hsa-mir-1-3p_doxorubicin
bdnf	hsa-mir-1-3p_doxorubicin
bmp7	hsa-mir-1-3p_doxorubicin
g6pd	hsa-mir-1-3p_doxorubicin
edn1	hsa-mir-1-3p_doxorubicin
abcb1	hsa-mir-1-3p_doxorubicin
bax	hsa-mir-1-3p_doxorubicin
ccnd1	hsa-mir-1-3p_doxorubicin
abcc4	hsa-mir-1-3p_doxorubicin
pik3ca	hsa-mir-1-3p_paclitaxel
pdcd4	hsa-mir-1-3p_paclitaxel
fgd4	hsa-mir-1-3p_paclitaxel
abcc1	hsa-mir-1-3p_paclitaxel
cxcl8	hsa-mir-1-3p_paclitaxel
bdnf	hsa-mir-1-3p_paclitaxel
abcb1	hsa-mir-1-3p_paclitaxel
rrm1	hsa-mir-1-3p_paclitaxel
kras	hsa-mir-1-3p_paclitaxel
fasn	hsa-mir-1-3p_paclitaxel
tubb2b	hsa-mir-1-3p_paclitaxel
slc29a1	hsa-mir-1-3p_paclitaxel
egfr	hsa-mir-1-3p_paclitaxel
eif4e	hsa-mir-1-3p_etoposide
abcc1	hsa-mir-1-3p_etoposide
bax	hsa-mir-1-3p_etoposide
rrm1	hsa-mir-1-3p_vinorelbine
bax	hsa-mir-1-3p_vinorelbine
pik3ca	hsa-mir-1-3p_vincristine
sri	hsa-mir-1-3p_vincristine
abcc1	hsa-mir-1-3p_vincristine
