Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
18645025,miR-193b,hsa-mir-193b,MI0003137,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-194,hsa-mir-194-1,MI0000488,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-195,hsa-mir-195,MI0000489,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-196b,hsa-mir-196b,MI0001150,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-199a,hsa-mir-199a-1,MI0000242,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-199a*,hsa-mir-199a-1,MI0000242,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-200a,hsa-mir-200a,MI0000737,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-200a*,hsa-mir-200a,MI0000737,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-200b,hsa-mir-200b,MI0000342,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-200c,hsa-mir-200c,MI0000650,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-203,hsa-mir-203a,MI0000283,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-205,hsa-mir-205,MI0000285,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-206,hsa-mir-206,MI0000490,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-20a,hsa-mir-20a,MI0000076,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-20b,hsa-mir-20b,MI0001519,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-210,hsa-mir-210,MI0000286,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-212,hsa-mir-212,MI0000288,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-214,hsa-mir-214,MI0000290,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-215,hsa-mir-215,MI0000291,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-22,hsa-mir-22,MI0000078,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-221,hsa-mir-221,MI0000298,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-222,hsa-mir-222,MI0000299,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-224,hsa-mir-224,MI0000301,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-23a,hsa-mir-23a,MI0000079,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-23b,hsa-mir-23b,MI0000439,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-25 ,hsa-mir-25,MI0000082,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-26a,hsa-mir-26a-1,MI0000083,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-27a,hsa-mir-27a,MI0000085,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-27b,hsa-mir-27b,MI0000440,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-28,hsa-mir-28,MI0000086,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-29a,hsa-mir-29a,MI0000087,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-29b,hsa-mir-29b-1,MI0000105,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-301,hsa-mir-301a,MI0000745,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-30a,hsa-mir-30a,MI0000088,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-30e,hsa-mir-30e,MI0000749,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-31,hsa-mir-31,MI0000089,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-320,hsa-mir-320a,MI0000542,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-323,hsa-mir-323a,MI0000807,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-324,hsa-mir-324,MI0000813,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Sensitive,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
18645025,miR-328,hsa-mir-328,MI0000804,Doxorubicin (Adriamycin),31703,-,MCF7 vs MCF-7/DOX,-,-,breast cancer,in vitro,High,Resistant,-,-,2008,Involvement of microRNA-451 in resistance of the MCF-7 breast cancer cells to chemotherapeutic drug doxorubicin.,We identified 137 miRNA genes (63 up-regulated and 75 down-regulated) that were differentially expressed (P < 0.05) in the MCF-7/DOX cells compared with the parental MCF-7 cells
